date,ticker,open,high,low,close,volume
2017-09-21,LINK,0.189132005,0.2078920007,0.1552920043,0.1696799994,2126270.0
2017-09-22,LINK,0.1698260009,0.181675002,0.1398690045,0.1505029947,1423220.0
2017-09-23,LINK,0.1495620012,0.1574400067,0.1262969971,0.1311289966,1186670.0
2017-09-24,LINK,0.1311099976,0.1902499944,0.1302749962,0.1702779979,1025740.0
2017-09-25,LINK,0.1706359982,0.182637006,0.1585800052,0.1821980029,1021370.0
2017-09-26,LINK,0.1820389926,0.2231619954,0.1820389926,0.1949580014,1319050.0
2017-09-27,LINK,0.1947370023,0.2060990036,0.1942529976,0.1945859939,1097010.0
2017-09-28,LINK,0.1933770031,0.2838200033,0.1913100034,0.2437949926,8113680.0
2017-09-29,LINK,0.2454369962,0.3349309862,0.2144210041,0.3084399998,8896430.0
2017-09-30,LINK,0.31249699,0.4725579917,0.3000890017,0.4513640106,23440700.0
2017-10-01,LINK,0.4515469968,0.4518840015,0.3820340037,0.4366469979,10005100.0
2017-10-02,LINK,0.4376670122,0.4402639866,0.3567669988,0.3567669988,7101340.0
2017-10-03,LINK,0.367253989,0.367253989,0.2958169878,0.3455350101,8211990.0
2017-10-04,LINK,0.343185991,0.3986949921,0.3368830085,0.3973610103,7604930.0
2017-10-05,LINK,0.3970299959,0.4179059863,0.3780429959,0.4065380096,6291110.0
2017-10-06,LINK,0.4063189924,0.4850499928,0.4043419957,0.4757649899,12167500.0
2017-10-07,LINK,0.4722459912,0.4761709869,0.423777014,0.4636569917,7408570.0
2017-10-08,LINK,0.4624859989,0.4734170139,0.3580789864,0.3971369863,7203350.0
2017-10-09,LINK,0.4045059979,0.4395599961,0.357163012,0.3805890083,6781680.0
2017-10-10,LINK,0.3803989887,0.4330599904,0.3602510095,0.4074690044,7138890.0
2017-10-11,LINK,0.4163460135,0.4541110098,0.4087870121,0.450462997,5477860.0
2017-10-12,LINK,0.4528859854,0.4757649899,0.4230209887,0.4440110028,8959280.0
2017-10-13,LINK,0.4416359961,0.4737899899,0.4140819907,0.4346030056,7521630.0
2017-10-14,LINK,0.4348480105,0.4593679905,0.3892059922,0.3918600082,4219350.0
2017-10-15,LINK,0.3911339939,0.4236960113,0.3707199991,0.4135160148,5135330.0
2017-10-16,LINK,0.4155249894,0.5277220011,0.3894979954,0.4238069952,12123000.0
2017-10-17,LINK,0.4223830104,0.4223830104,0.3591830134,0.4008480012,6321060.0
2017-10-18,LINK,0.4027310014,0.4027310014,0.325789988,0.3662289977,5336930.0
2017-10-19,LINK,0.3678080142,0.3772650063,0.2939209938,0.3000000119,5812480.0
2017-10-20,LINK,0.2989079952,0.3239519894,0.2162699997,0.2238740027,7715660.0
2017-10-21,LINK,0.2234340012,0.2662990093,0.2032269984,0.2526809871,5154740.0
2017-10-22,LINK,0.2581860125,0.2859790027,0.2498259991,0.2646949887,4038780.0
2017-10-23,LINK,0.2638559937,0.2768160105,0.2284120023,0.2486750036,2972470.0
2017-10-24,LINK,0.2447649986,0.2948060036,0.2361229956,0.2544530034,3665750.0
2017-10-25,LINK,0.2552529871,0.2577359974,0.2357719988,0.2544350028,2161880.0
2017-10-26,LINK,0.2540329993,0.2540329993,0.2241870016,0.2270410061,1681240.0
2017-10-27,LINK,0.2276010066,0.235078007,0.2197339982,0.2246440053,1419580.0
2017-10-28,LINK,0.2246100008,0.2270040065,0.1992260069,0.2065310031,1522820.0
2017-10-29,LINK,0.2056130022,0.2187490016,0.182713002,0.1988759935,2352990.0
2017-10-30,LINK,0.1992460042,0.2108629942,0.1958979964,0.209849,1492410.0
2017-10-31,LINK,0.2114569992,0.221311003,0.1847109944,0.1939119995,2251570.0
2017-11-01,LINK,0.1903720051,0.1903720051,0.1553110033,0.1576109976,3130450.0
2017-11-02,LINK,0.1567990035,0.1944060028,0.1384339929,0.1674270034,3643740.0
2017-11-03,LINK,0.1611430049,0.1882939935,0.1581040025,0.1717980057,2411460.0
2017-11-04,LINK,0.1702950001,0.1856980026,0.1623850018,0.1776030064,1757130.0
2017-11-05,LINK,0.1769219935,0.1824969947,0.1696249992,0.1720589995,1080670.0
2017-11-06,LINK,0.1733700037,0.1734700054,0.1569139957,0.167456001,1599470.0
2017-11-07,LINK,0.1678359956,0.1775649935,0.1622940004,0.1775390059,1267510.0
2017-11-08,LINK,0.1773280054,0.2585220039,0.1711020023,0.2139090002,5493180.0
2017-11-09,LINK,0.2167129964,0.2482330054,0.1954109967,0.2239689976,3347920.0
2017-11-10,LINK,0.2247000039,0.231279999,0.1801609993,0.1876019984,2125460.0
2017-11-11,LINK,0.1863979995,0.197687,0.1660259962,0.1797699928,2238980.0
2017-11-12,LINK,0.179666996,0.1983759999,0.1459479928,0.1708980054,5455200.0
2017-11-13,LINK,0.1691170037,0.2050140053,0.1687429994,0.1830710024,2992650.0
2017-11-14,LINK,0.1848150045,0.1999679953,0.1703999937,0.1881140023,2203410.0
2017-11-15,LINK,0.1876129955,0.193513006,0.1760299951,0.1861380041,1689780.0
2017-11-16,LINK,0.1874819994,0.1884440035,0.1645310074,0.1697610021,1766160.0
2017-11-17,LINK,0.1694550067,0.1715350002,0.1524769962,0.1596489996,2547360.0
2017-11-18,LINK,0.1550090015,0.1779119968,0.1507019997,0.1708720028,1948470.0
2017-11-19,LINK,0.1707980037,0.1738120019,0.157416001,0.1623540074,1646620.0
2017-11-20,LINK,0.1623660028,0.1662829965,0.1566720009,0.1621830016,1916880.0
2017-11-21,LINK,0.1634760052,0.1680050045,0.1537960023,0.1549720019,1952710.0
2017-11-22,LINK,0.156979993,0.1745689958,0.1503179967,0.1685149968,2709660.0
2017-11-23,LINK,0.1696549952,0.1903380007,0.1570850015,0.1643839926,3325760.0
2017-11-24,LINK,0.165316999,0.1933789998,0.1559270024,0.1929209977,3763260.0
2017-11-25,LINK,0.1928109974,0.1932419986,0.174594,0.1809590012,2292830.0
2017-11-26,LINK,0.1834920049,0.1859229952,0.170017004,0.1828880012,1860700.0
2017-11-27,LINK,0.1828880012,0.1855420023,0.1719069928,0.184167996,4242550.0
2017-11-28,LINK,0.1868209988,0.1921350062,0.1755860001,0.1764239967,5251760.0
2017-11-29,LINK,0.1765670031,0.182295993,0.137962997,0.1452549994,5052720.0
2017-11-30,LINK,0.147359997,0.1767970026,0.1421629936,0.170460999,4621870.0
2017-12-01,LINK,0.1695279926,0.1795639992,0.1612699926,0.1778230071,4352980.0
2017-12-02,LINK,0.1779409945,0.2221750021,0.1673610061,0.2078980058,7396790.0
2017-12-03,LINK,0.2079979926,0.255528003,0.1936070025,0.2306289971,8765840.0
2017-12-04,LINK,0.2325949967,0.2532700002,0.2067929953,0.2295809984,6981590.0
2017-12-05,LINK,0.2292699963,0.3138769865,0.2213509977,0.3138769865,12459200.0
2017-12-06,LINK,0.3123579919,0.3536489904,0.2678419948,0.2915700078,12387900.0
2017-12-07,LINK,0.2836900055,0.3083530068,0.2358070016,0.2600640059,6697780.0
2017-12-08,LINK,0.2600040138,0.2734859884,0.2118239999,0.2452259958,4528570.0
2017-12-09,LINK,0.2449849993,0.2677049935,0.2264149934,0.2388589978,3173600.0
2017-12-10,LINK,0.2410549968,0.267001003,0.2159090042,0.2528980076,3142570.0
2017-12-11,LINK,0.2550790012,0.2879509926,0.2455269992,0.2605920136,7534170.0
2017-12-12,LINK,0.254114002,0.2702639997,0.2095959932,0.2314240038,10320200.0
2017-12-13,LINK,0.2314279974,0.2880130112,0.2241909951,0.2618780136,10439800.0
2017-12-14,LINK,0.2613199949,0.3668429852,0.2531020045,0.3085030019,16021700.0
2017-12-15,LINK,0.3126040101,0.354452014,0.2582240105,0.3207930028,13211800.0
2017-12-16,LINK,0.3181990087,0.3528600037,0.2930049896,0.3413929939,13859700.0
2017-12-17,LINK,0.341847986,0.4444209933,0.3399060071,0.4175960124,20035600.0
2017-12-18,LINK,0.4182690084,0.4349069893,0.3627830148,0.4349069893,18220400.0
2017-12-19,LINK,0.4310750067,0.5086029768,0.4151279926,0.4393559992,13254800.0
2017-12-20,LINK,0.4387289882,0.4387289882,0.3527559936,0.3727959991,10481200.0
2017-12-21,LINK,0.3785620034,0.4664340019,0.3688110113,0.4242869914,12030600.0
2017-12-22,LINK,0.4276480079,0.4563310146,0.2836090028,0.4268780053,14979800.0
2017-12-23,LINK,0.4392719865,0.7233859897,0.4392719865,0.5776799917,24055000.0
2017-12-24,LINK,0.5845620036,0.6043739915,0.4438300133,0.5441619754,15183200.0
2017-12-25,LINK,0.5493370295,0.5845419765,0.4889900088,0.5019329786,7740550.0
2017-12-26,LINK,0.5062890053,0.5496370196,0.4359540045,0.5214210153,10452900.0
2017-12-27,LINK,0.5157099962,0.5306689739,0.4605360031,0.5055009723,6065390.0
2017-12-28,LINK,0.5027819872,0.5136370063,0.4365069866,0.5066969991,5458410.0
2017-12-29,LINK,0.5081610084,0.5184469819,0.4611600041,0.4863480031,5757530.0
2017-12-30,LINK,0.488003999,0.5861279964,0.4333330095,0.5861279964,9126190.0
2017-12-31,LINK,0.5588089824,0.6135380268,0.5245159864,0.6015520096,9962080.0
2018-01-01,LINK,0.6004149914,0.7361029983,0.5742179751,0.7335630059,11506300.0
2018-01-02,LINK,0.7290819883,0.7643349767,0.5857149959,0.6737120152,12671100.0
2018-01-03,LINK,0.6697989702,0.7042499781,0.6291350126,0.6811670065,8620400.0
2018-01-04,LINK,0.6800940037,1.0221500397,0.6800940037,0.9843680263,24679000.0
2018-01-05,LINK,0.9587339759,1.2638599873,0.8516690135,0.9074860215,23599300.0
2018-01-06,LINK,0.9647960067,1.1922800541,0.938462019,1.0635700226,16319300.0
2018-01-07,LINK,1.0883200169,1.3217799664,1.0080499649,1.2704600096,23308800.0
2018-01-08,LINK,1.2716699839,1.4350199699,1.0529199839,1.377300024,25545400.0
2018-01-09,LINK,1.3783099651,1.424669981,1.1837300062,1.2282799482,14301200.0
2018-01-10,LINK,1.2382700443,1.2644799948,1.09296,1.1887099743,11260700.0
2018-01-11,LINK,1.1836999655,1.2934800386,0.9721909761,1.0103299618,10009300.0
2018-01-12,LINK,1.0297499895,1.1414200068,0.9895489812,1.0515600443,9231200.0
2018-01-13,LINK,1.0534600019,1.2840000391,1.0490900278,1.1012300253,12319900.0
2018-01-14,LINK,1.1064399481,1.1545900106,0.941084981,1.0108400583,5844480.0
2018-01-15,LINK,1.0069500208,1.037019968,0.8484219909,0.8776879907,8351260.0
2018-01-16,LINK,0.8817719817,0.8817719817,0.5247560143,0.7564529777,8988860.0
2018-01-17,LINK,0.7518470287,0.7682020068,0.479321003,0.6986340284,7658770.0
2018-01-18,LINK,0.7024539709,0.8198199868,0.6913329959,0.7442299724,5953820.0
2018-01-19,LINK,0.7391700149,0.9082270265,0.7031310201,0.8129050136,7383730.0
2018-01-20,LINK,0.8206740022,1.2193000317,0.8054990172,1.2193000317,13848900.0
2018-01-21,LINK,1.1956399679,1.1956399679,0.8404870033,0.8878279924,22703900.0
2018-01-22,LINK,0.9057940245,1.0158599615,0.7348430157,0.802857995,12408600.0
2018-01-23,LINK,0.8022350073,0.8628389835,0.7186539769,0.8019170165,7552930.0
2018-01-24,LINK,0.7988479733,0.8341159821,0.7669609785,0.7928630114,6451640.0
2018-01-25,LINK,0.8003829718,0.8326629996,0.7206889987,0.7604370117,6271900.0
2018-01-26,LINK,0.7568110228,0.78767699,0.6784229875,0.7098529935,5618280.0
2018-01-27,LINK,0.7109609842,0.8463730216,0.6897050142,0.780674994,14915400.0
2018-01-28,LINK,0.7895290256,0.8559330106,0.7519980073,0.7606009841,9034380.0
2018-01-29,LINK,0.7567989826,0.7615249753,0.6859250069,0.6977120042,5220320.0
2018-01-30,LINK,0.7000049949,0.7000049949,0.5627750158,0.5967779756,5598540.0
2018-01-31,LINK,0.5988720059,0.6240199804,0.565813005,0.6201459765,6957010.0
2018-02-01,LINK,0.6199589968,0.6234009862,0.4803070128,0.5203469992,6605630.0
2018-02-02,LINK,0.5184400082,0.5238369703,0.3519499898,0.4945740104,7123780.0
2018-02-03,LINK,0.5001170039,0.5447919965,0.4534029961,0.5185580254,5826330.0
2018-02-04,LINK,0.5186120272,0.5257539749,0.4034869969,0.4343709946,5171480.0
2018-02-05,LINK,0.4301579893,0.4370979965,0.3072449863,0.3415060043,4347320.0
2018-02-06,LINK,0.3437069952,0.4385139942,0.2720569968,0.425247997,6105750.0
2018-02-07,LINK,0.4258129895,0.4436439872,0.3731279969,0.376771003,5201810.0
2018-02-08,LINK,0.3755240142,0.433126986,0.3755240142,0.4110800028,5285960.0
2018-02-09,LINK,0.4120280147,0.440019995,0.3919759989,0.4351939857,3047610.0
2018-02-10,LINK,0.435503006,0.480114013,0.4001660049,0.4198740125,3474900.0
2018-02-11,LINK,0.4197160006,0.4356490076,0.378313005,0.4161570072,2544010.0
2018-02-12,LINK,0.4175409973,0.5197079778,0.4146189988,0.4902819991,7646360.0
2018-02-13,LINK,0.488929987,0.6247500181,0.4825240076,0.5707589984,30283200.0
2018-02-14,LINK,0.5642049909,0.5879160166,0.5324339867,0.5682529807,11953100.0
2018-02-15,LINK,0.5682449937,0.5793579817,0.5297470093,0.5652509928,7288970.0
2018-02-16,LINK,0.5618029833,0.6666010022,0.5576570034,0.6396279931,9385160.0
2018-02-17,LINK,0.644339025,0.6839010119,0.6365460157,0.6724870205,8038940.0
2018-02-18,LINK,0.6766639948,0.7813569903,0.587149024,0.7617610097,15946800.0
2018-02-19,LINK,0.7600640059,0.8759070039,0.7105000019,0.7743620276,29965000.0
2018-02-20,LINK,0.7712590098,0.8203390241,0.6981959939,0.6999260187,11664800.0
2018-02-21,LINK,0.6953639984,0.7342709899,0.6236810088,0.6536689997,7049450.0
2018-02-22,LINK,0.6547939777,0.7138410211,0.5842729807,0.6019229889,5678200.0
2018-02-23,LINK,0.6012139916,0.6766930223,0.5722249746,0.6747909784,6902820.0
2018-02-24,LINK,0.6760259867,0.7184029818,0.6184980273,0.6509580016,5582380.0
2018-02-25,LINK,0.6460130215,0.6998270154,0.6367750168,0.6757150292,5793540.0
2018-02-26,LINK,0.6727510095,0.6983479857,0.6417570114,0.6914460063,4113690.0
2018-02-27,LINK,0.6918600202,0.7351800203,0.6766549945,0.7239570022,5426840.0
2018-02-28,LINK,0.7241430283,0.7403270006,0.6610519886,0.6614469886,4943770.0
2018-03-01,LINK,0.6622930169,0.6808559895,0.6498489976,0.6630650163,3992240.0
2018-03-02,LINK,0.6616629958,0.6737989783,0.6466190219,0.6527420282,3763040.0
2018-03-03,LINK,0.6521530151,0.6694309711,0.6153370142,0.6287059784,3547810.0
2018-03-04,LINK,0.6292179823,0.6401090026,0.574630022,0.5928180218,4243320.0
2018-03-05,LINK,0.594186008,0.6080930233,0.5763729811,0.5867379904,4530590.0
2018-03-06,LINK,0.5836899877,0.5836899877,0.5290830135,0.5338699818,3218950.0
2018-03-07,LINK,0.5338349938,0.5675190091,0.4556210041,0.521148026,5364650.0
2018-03-08,LINK,0.5174729824,0.52354002,0.4613710046,0.4864220023,3397200.0
2018-03-09,LINK,0.4854269922,0.4923619926,0.4314849973,0.480877012,3412130.0
2018-03-10,LINK,0.4787009954,0.5113139749,0.4660539925,0.4677099884,2491710.0
2018-03-11,LINK,0.4656690061,0.5166879892,0.4468660057,0.5135239959,2527380.0
2018-03-12,LINK,0.5109909773,0.563421011,0.49623999,0.5101979971,5513180.0
2018-03-13,LINK,0.5075049996,0.5656419992,0.5047709942,0.5638409853,4227540.0
2018-03-14,LINK,0.5661990047,0.5774059892,0.4317770004,0.4436089993,5288160.0
2018-03-15,LINK,0.442636013,0.4445950091,0.3960930109,0.4197370112,8460960.0
2018-03-16,LINK,0.4179989994,0.4421620071,0.4160149992,0.4244199991,10271100.0
2018-03-17,LINK,0.4239940047,0.4239940047,0.3667339981,0.3738610148,9340520.0
2018-03-18,LINK,0.3723320067,0.3803260028,0.2841840088,0.3733380139,9742300.0
2018-03-19,LINK,0.3711020052,0.3863100111,0.3531990051,0.3816440105,8994920.0
2018-03-20,LINK,0.3874160051,0.4017890096,0.36105901,0.3917129934,8897510.0
2018-03-21,LINK,0.3924590051,0.4558030069,0.3900600076,0.4454210103,12823600.0
2018-03-22,LINK,0.4446460009,0.4575749934,0.3907079995,0.4192920029,10720800.0
2018-03-23,LINK,0.419889003,0.4273329973,0.3792200089,0.4091399908,9846940.0
2018-03-24,LINK,0.4143419862,0.4332720041,0.401917994,0.419084996,8999810.0
2018-03-25,LINK,0.4103460014,0.4180740118,0.3937880099,0.4061050117,8585700.0
2018-03-26,LINK,0.4057449996,0.4136219919,0.3469539881,0.3714959919,9116330.0
2018-03-27,LINK,0.3712280095,0.3723689914,0.3372049928,0.3426249921,6654480.0
2018-03-28,LINK,0.3436329961,0.3596769869,0.3363400102,0.3513669968,8432800.0
2018-03-29,LINK,0.3527249992,0.3543179929,0.2756490111,0.2801609933,8848710.0
2018-03-30,LINK,0.2804549932,0.3061090112,0.2687450051,0.2874940038,7631570.0
2018-03-31,LINK,0.2867720127,0.2983239889,0.2785429955,0.2801710069,7349410.0
