date,ticker,open,high,low,close,volume
2020-04-11,SOL,0.9510539576,1.0490727003,0.7650203561,0.776818583,43862443.79
2020-04-12,SOL,0.7854477142,0.956669837,0.7624262001,0.8825069283,38736897.02
2020-04-13,SOL,0.8907596124,0.8916027828,0.7739763066,0.777831565,18211285.47
2020-04-14,SOL,0.777831565,0.7964723569,0.62816943,0.6619248247,16747614.12
2020-04-15,SOL,0.6692891492,0.7049635486,0.6215314556,0.646650902,13075275.29
2020-04-16,SOL,0.6308788161,0.7741922285,0.6251074125,0.6908158754,21346031.35
2020-04-17,SOL,0.6893124542,0.7196137824,0.6607279708,0.6607279708,9870810.0
2020-04-18,SOL,0.6607279708,0.7176182094,0.6594270873,0.6810963346,9782111.9
2020-04-19,SOL,0.6815158845,0.6846413272,0.5984869932,0.6069691753,9289670.38
2020-04-20,SOL,0.6129475815,0.6392537157,0.5205778168,0.5388121296,8342616.42
2020-04-21,SOL,0.5413867096,0.6045860423,0.5085489999,0.5876591557,9711507.45
2020-04-22,SOL,0.5811660898,0.7069636403,0.5696207927,0.6916009159,18828399.52
2020-04-23,SOL,0.6853471696,0.6980770003,0.6003218391,0.6274571798,13485271.05
2020-04-24,SOL,0.6240211719,0.6710200125,0.6139411114,0.6342422206,9064190.27
2020-04-25,SOL,0.6305280581,0.6709482817,0.6215474074,0.6433293014,7311904.72
2020-04-26,SOL,0.6532150353,0.6914993917,0.6311705801,0.6355063436,8320760.36
2020-04-27,SOL,0.635713807,0.6602826397,0.5610275238,0.5723718951,7406934.11
2020-04-28,SOL,0.5782527305,0.6921475105,0.568483718,0.6612925152,7470201.22
2020-04-29,SOL,0.6622856379,0.7777712931,0.6552737167,0.7458404098,8801144.48
2020-04-30,SOL,0.7471945371,0.8008164793,0.6878805251,0.691045421,5016891.64
2020-05-01,SOL,0.691045421,0.7370712885,0.6859027031,0.7287939694,4164272.07
2020-05-02,SOL,0.7272676035,0.7489807989,0.7079035373,0.7158764119,3441355.74
2020-05-03,SOL,0.7147957537,0.7298005162,0.6566156226,0.6795345711,3328343.61
2020-05-04,SOL,0.6796251716,0.7058124705,0.6184336064,0.6674907704,3443697.82
2020-05-05,SOL,0.6734404569,0.6862142074,0.6264988113,0.641837363,2847469.34
2020-05-06,SOL,0.6424541881,0.6738908201,0.6225835989,0.6225835989,2677562.97
2020-05-07,SOL,0.6225835989,0.6322677674,0.573375617,0.6129779573,3355830.24
2020-05-08,SOL,0.6129779573,0.6366183682,0.5898517861,0.6049221211,2488194.57
2020-05-09,SOL,0.6040415005,0.6254292371,0.58844783,0.6045273913,2128502.76
2020-05-10,SOL,0.60446073,0.6123031827,0.5130808729,0.5370339116,2327580.8
2020-05-11,SOL,0.5362550065,0.5718601481,0.5051936368,0.5152727853,2098480.83
2020-05-12,SOL,0.5133905279,0.5597585692,0.5052511938,0.5385756503,2198624.88
2020-05-13,SOL,0.5383715697,0.5648742321,0.5180383004,0.5505316574,2326445.53
2020-05-14,SOL,0.5505316574,0.5809456821,0.550109684,0.5691176101,2047896.79
2020-05-15,SOL,0.5691933572,0.5746195946,0.5470931421,0.5597520245,1850070.45
2020-05-16,SOL,0.5589808885,0.606534222,0.554360781,0.5991202733,2300409.15
2020-05-17,SOL,0.5952282799,0.6401958735,0.5891751252,0.6129888072,2936428.45
2020-05-18,SOL,0.6126824126,0.6743934855,0.6096490425,0.6526701697,3314358.53
2020-05-19,SOL,0.6509743602,0.6544803689,0.6112481094,0.6244542651,2380263.04
2020-05-20,SOL,0.622475105,0.6266558209,0.5752826524,0.5791556672,2302926.4
2020-05-21,SOL,0.579691537,0.6137893251,0.5433456184,0.6089153241,2863016.8
2020-05-22,SOL,0.6052387149,0.6764319609,0.5828297183,0.6388750705,3411419.38
2020-05-23,SOL,0.6374146219,0.6388488741,0.5882473187,0.6130314105,2638523.85
2020-05-24,SOL,0.6132888674,0.6132888674,0.5484318754,0.5490530853,2786816.2
2020-05-25,SOL,0.5485702014,0.6501379931,0.5380636579,0.6008572754,4509580.34
2020-05-26,SOL,0.5991043499,0.612353062,0.5664632151,0.5733066603,2689697.32
2020-05-27,SOL,0.5733066603,0.6110868484,0.5714434198,0.590984627,2536915.56
2020-05-28,SOL,0.5908836269,0.5923976798,0.5669477763,0.5751554634,2662787.87
2020-05-29,SOL,0.5746987796,0.5934052024,0.5668584166,0.5794154082,2066857.45
2020-05-30,SOL,0.5813550692,0.6024892675,0.5670501017,0.587932798,2449094.84
2020-05-31,SOL,0.5879027376,0.5939974967,0.5692446625,0.5700220201,1892967.09
2020-06-01,SOL,0.5734723598,0.5878388887,0.5673479381,0.5774951567,2159877.16
2020-06-02,SOL,0.5771421787,0.5897246572,0.5522943664,0.5646694332,1295757.46
2020-06-03,SOL,0.5646694332,0.591025168,0.56446123,0.5866206217,877446.18
2020-06-04,SOL,0.5868672541,0.5916400389,0.5645175516,0.5872994935,901641.25
2020-06-05,SOL,0.5872994935,0.6982792965,0.5779251645,0.6611546424,4322091.65
2020-06-06,SOL,0.6610714948,0.6616187891,0.6117805673,0.6224426952,1604055.16
2020-06-07,SOL,0.6224426952,0.6244438619,0.5933979634,0.6165778544,716785.47
2020-06-08,SOL,0.61507796,0.6790013999,0.6133101865,0.6683130657,1440233.82
