date,ticker,open,high,low,close,volume
2021-08-27,TON,0.51989317,0.68747662,0.49817524,0.6867483,573566.1
2021-08-28,TON,0.68676575,0.6910651,0.60647392,0.6405258,250157.52
2021-08-29,TON,0.64072367,0.64801765,0.52770949,0.54820132,188294.92
2021-08-30,TON,0.54823448,0.91592365,0.54704952,0.86826837,763242.59
2021-08-31,TON,0.86940985,1.13202964,0.79509264,1.03456302,1802341.18
2021-09-01,TON,1.03399238,1.07234911,0.78499545,0.87477725,1888125.71
2021-09-02,TON,0.87450827,0.97585291,0.8053739,0.88707031,295418.72
2021-09-03,TON,0.88684728,1.00663224,0.77232292,0.99020285,382775.76
2021-09-04,TON,0.98991866,1.05887184,0.89758185,0.94116595,506055.86
2021-09-05,TON,0.9411769,0.97855169,0.91622777,0.97800024,66182.26
2021-09-06,TON,0.97810016,1.0694752,0.9222319,1.04663716,259648.96
2021-09-07,TON,1.04634342,1.04829112,0.77668643,0.83450336,426216.58
2021-09-08,TON,0.83440524,0.91050485,0.77106097,0.88098549,370121.58
2021-09-09,TON,0.86721909,0.90378088,0.83816691,0.84458834,108568.44
2021-09-10,TON,0.84484251,1.01742634,0.80510229,0.88613259,666116.22
2021-09-11,TON,0.886265,0.93755955,0.86187816,0.92712152,193116.88
2021-09-12,TON,0.92751384,0.93346931,0.84432834,0.8736687,189968.14
2021-09-13,TON,0.87315762,0.8842681074,0.7613382455,0.8530707249,284696.8
2021-09-14,TON,0.853014685,0.8927703948,0.815583957,0.8785172658,173173.3
2021-09-15,TON,0.8788538713,0.8872932935,0.8309257292,0.8648696106,310993.27
2021-09-16,TON,0.8649344432,0.8692547226,0.7245515702,0.8031554807,239050.86
2021-09-17,TON,0.8032451153,0.8228190523,0.652938368,0.7677657312,367606.19
2021-09-18,TON,0.7683895722,0.7856100734,0.6432084033,0.7119831376,196160.85
2021-09-19,TON,0.7123197345,0.7128466084,0.6656553956,0.6863128629,61908.66
2021-09-20,TON,0.6861536261,0.6871070584,0.3906168157,0.5972607444,516936.41
