date,ticker,open,high,low,close,volume
2019-05-22,LEO,1.0371360044,1.1408811664,1.0340343509,1.1217537453,4600125.95
2019-05-23,LEO,1.1217537453,1.1339297059,1.0794210046,1.0991542757,2374260.21
2019-05-24,LEO,1.0991465619,1.2224815196,1.0891780458,1.1962153794,5293478.92
2019-05-25,LEO,1.1962153794,1.3584692615,1.1962153794,1.3204642869,5915304.07
2019-05-26,LEO,1.3208007937,1.4994480268,1.3076055692,1.4947758306,8174095.01
2019-05-27,LEO,1.4961210644,1.4991528505,1.379082643,1.3882072952,4537072.5
2019-05-28,LEO,1.3877530832,1.4836245843,1.3110187413,1.4461450601,4693617.29
2019-05-29,LEO,1.4461450601,1.5357596657,1.4088223437,1.5242203542,7324107.05
2019-05-30,LEO,1.5242203542,1.5314475313,1.4020129262,1.4067745133,5278816.15
2019-05-31,LEO,1.4067745133,1.5007056286,1.3966699216,1.4953532014,2548317.93
2019-06-01,LEO,1.4953532014,1.5026030622,1.4042819863,1.4121678905,1930410.35
2019-06-02,LEO,1.4121678905,1.4806120163,1.4045688427,1.4243802755,2042972.48
2019-06-03,LEO,1.4243802755,1.4370714558,1.3986243044,1.4045350834,925413.7
2019-06-04,LEO,1.4057258164,1.4978437597,1.3470709207,1.4638371978,4343784.68
2019-06-05,LEO,1.4646482658,1.5089077614,1.437357821,1.4882149972,3140034.89
2019-06-06,LEO,1.4875174135,1.6530056865,1.4827968251,1.6530056865,7755432.89
2019-06-07,LEO,1.6549281329,1.7113025459,1.6271521114,1.6960688849,6354250.43
2019-06-08,LEO,1.6959736458,1.7351085254,1.6434490415,1.7278314339,5164967.53
2019-06-09,LEO,1.7275609596,1.7758717673,1.7057793695,1.7583749063,9305885.12
2019-06-10,LEO,1.7584355278,1.9330658307,1.7456592082,1.9199873577,16229010.44
2019-06-11,LEO,1.9198798958,1.9618612358,1.871944022,1.918035912,9761159.1
2019-06-12,LEO,1.9177571881,1.9799138248,1.9030033607,1.9749284966,10879236.48
2019-06-13,LEO,1.97215764,1.9775198686,1.8571746745,1.9467523241,18402258.01
2019-06-14,LEO,1.947320032,1.9545319424,1.855129212,1.9306149833,20014756.18
2019-06-15,LEO,1.9292478542,1.9438715966,1.9063277624,1.9153917931,15348107.68
2019-06-16,LEO,1.9153917931,1.9239612053,1.86473107,1.875880099,18774177.31
2019-06-17,LEO,1.8737539614,1.9418761868,1.8642735917,1.9114935439,6925402.95
2019-06-18,LEO,1.9115647259,1.9264766804,1.8552450376,1.8698009511,6221305.0
2019-06-19,LEO,1.8691692477,1.8748172453,1.8150382116,1.8530877233,3387135.74
2019-06-20,LEO,1.8534271044,1.9119396039,1.8439499085,1.8892367591,7809732.09
2019-06-21,LEO,1.8894945221,1.899244716,1.810696098,1.8294894698,11004021.7
2019-06-22,LEO,1.8290187767,1.8526347072,1.766939013,1.8406696602,9338677.79
2019-06-23,LEO,1.8409395131,1.9224605737,1.8249510848,1.8791677313,6815400.84
2019-06-24,LEO,1.8791677313,1.8946416108,1.8394557516,1.8925496795,3899545.2
